0.00	0.00	0.00	519
0.81	0.26	0.25	613
0.84	0.18	0.46	653
0.70	0.19	0.57	693
0.70	0.14	0.70	733
0.66	0.07	0.86	775
0.46	0.16	0.89	816
0.62	0.08	0.94	856
0.39	0.11	0.96	896
0.40	0.09	0.89	937
0.36	0.11	0.83	978
0.29	0.11	0.86	1018
0.29	0.07	0.79	1058
0.25	0.05	0.88	1098
0.35	-0.04	0.94	1138
0.46	-0.09	0.99	1178
0.36	-0.09	1.05	1219
0.32	-0.07	0.97	1259
0.36	-0.03	1.01	1300
0.33	0.00	0.98	1340
0.36	0.03	1.00	1381
0.32	0.05	0.88	1421
0.34	0.05	0.95	1461
0.30	0.09	0.93	1501
0.36	0.08	0.93	1541
0.26	0.09	0.93	1581
0.30	0.12	0.94	1623
0.34	0.09	0.96	1664
0.29	0.14	0.95	1705
0.28	0.09	0.94	1745
0.25	0.16	0.94	1785
0.23	0.13	0.95	1826
0.23	0.16	0.93	1866
0.27	0.15	0.95	1906
0.24	0.16	0.96	1947
0.24	0.16	0.94	1987
0.26	0.16	0.96	2027
0.22	0.18	0.95	2067
0.27	0.17	0.94	2108
0.28	0.19	0.98	2148
0.20	0.19	0.96	2188
0.28	0.19	0.96	2228
0.23	0.19	0.96	2269
0.22	0.18	0.95	2309
0.21	0.20	0.95	2349
0.22	0.19	0.94	2390
0.22	0.19	0.94	2430
0.23	0.18	0.95	2470
0.24	0.20	0.95	2510
0.21	0.19	0.95	2551
0.22	0.20	0.97	2591
0.21	0.21	0.95	2631
0.21	0.18	0.95	2671
0.21	0.20	0.94	2711
0.22	0.19	0.95	2752
0.21	0.21	0.94	2792
0.25	0.20	0.95	2832
0.21	0.21	0.95	2873
0.26	0.18	0.98	2913
0.20	0.16	0.97	2953
0.24	0.16	0.96	2993
0.22	0.16	0.98	3034
0.25	0.18	0.96	3074
0.26	0.16	0.98	3116
0.24	0.21	0.94	3156
0.25	0.18	0.96	3196
0.22	0.18	0.95	3236
0.24	0.18	0.95	3276
0.22	0.17	0.93	3317
0.22	0.17	0.93	3357
0.22	0.18	0.91	3397
0.18	0.15	0.84	3438
0.13	0.06	0.75	3478
0.05	0.04	0.63	3518
0.29	-0.00	0.64	3558
0.26	-0.02	0.60	3598
0.33	0.05	0.58	3639
0.69	-0.04	0.63	3679
0.66	-0.05	0.48	3720
0.85	-0.15	0.66	3760
0.88	-0.31	0.41	3801
1.27	-0.56	0.36	3842
0.95	-0.55	0.42	3884
0.88	-0.57	0.25	3924
1.05	-0.73	0.24	3964
0.82	-0.80	0.27	4005
0.78	-0.84	0.20	4046
0.74	-0.91	0.21	4086
0.77	-1.00	0.19	4127
0.55	-0.96	0.18	4167
0.48	-0.95	0.24	4208
0.45	-0.97	0.22	4249
0.43	-0.96	0.23	4289
0.39	-0.96	0.22	4330
0.32	-0.84	0.23	4370
0.30	-0.83	0.24	4411
0.32	-0.84	0.24	4452
0.28	-0.91	0.20	4492
0.31	-1.02	0.20	4533
0.29	-0.95	0.16	4573
0.30	-0.89	0.14	4614
0.34	-0.96	0.11	4655
0.38	-1.03	0.10	4695
0.40	-0.95	0.12	4736
0.39	-0.91	0.14	4776
0.37	-0.89	0.14	4816
0.34	-0.96	0.14	4856
0.36	-0.95	0.12	4896
0.39	-0.98	0.14	4937
0.36	-0.96	0.12	4977
0.32	-0.97	0.12	5018
0.31	-0.97	0.12	5059
0.30	-0.91	0.09	5099
0.33	-0.91	0.09	5140
0.33	-0.92	0.10	5180
0.32	-0.90	0.09	5221
0.36	-0.93	0.09	5262
0.38	-0.93	0.09	5302
0.38	-0.91	0.11	5343
0.39	-0.90	0.12	5383
0.41	-0.92	0.13	5424
0.40	-0.93	0.12	5465
0.40	-0.92	0.13	5505
0.41	-0.92	0.13	5545
0.39	-0.93	0.12	5586
0.40	-0.93	0.11	5626
0.39	-0.94	0.10	5667
0.37	-0.93	0.11	5707
0.37	-0.93	0.11	5748
0.36	-0.93	0.11	5789
0.37	-0.93	0.09	5829
0.37	-0.93	0.09	5870
0.37	-0.93	0.10	5911
0.35	-0.93	0.10	5951
0.36	-0.93	0.10	5992
0.38	-0.93	0.11	6032
0.35	-0.92	0.09	6072
0.36	-0.92	0.09	6113
0.37	-0.93	0.09	6153
0.36	-0.93	0.10	6194
0.36	-0.93	0.09	6234
0.34	-0.93	0.09	6275
0.36	-0.93	0.09	6316
0.34	-0.92	0.09	6358
0.36	-0.93	0.10	6398
0.36	-0.93	0.10	6439
0.37	-0.94	0.10	6479
0.37	-0.93	0.10	6520
0.37	-0.93	0.09	6560
0.37	-0.92	0.09	6601
0.38	-0.92	0.09	6642
0.38	-0.93	0.09	6682
0.37	-0.93	0.10	6723
0.37	-0.92	0.10	6763
